sample_name	anonymized_name	cage_food_consumption_g	cage_location	cage_notes	cage_number	collection_timestamp	description	diet	dna_extracted	dob	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experiment_duration	exposure_start	exposure_type	general_notes	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	longitude	metabolomics_sample_id	mouse_notes	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_name_orit	sample_type	scientific_name	sex	taxon_id	timepoint	title	treatment	diet_short	diet_exp
11548.A19.101.8.b	A19.101.8	28.5	in chamber		A19	10/20/17 10:00	Mouse 101 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 101	10090	27.6	g	32.842	-117.258	A19_101_08		101	UCSDMI	TRUE	11548	a19.101.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.101.9	A19.101.9	38.8	in chamber		A19	10/24/17 10:00	Mouse 101 stool collection 9 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 101	10090	28.3	g	32.842	-117.258	A19_101_09		101	UCSDMI	TRUE	11548	a19.101.9	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.101.9.b	A19.101.9	38.8	in chamber		A19	10/24/17 10:00	Mouse 101 stool collection 9 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 101	10090	28.3	g	32.842	-117.258	A19_101_09		101	UCSDMI	TRUE	11548	a19.101.9	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.101.plasma	A19.101.plasma	not provided	in chamber		A19	12/4/17 10:30	Portal vein blood/plasma collection for mouse 101	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal secretion	urban biome	animal-associated habitat	blood	host-associated	10 weeks	9/26/17	IHC	for metabolome only	ApoE KO	USA:CA:San Diego	20	weeks	uberon:blood	uberon:blood	uberon:blood	adult	Mus musculus	Mouse 101	10090	not provided	g	32.842	-117.258	A19_101_PLASMA		101	UCSDMI	TRUE	11548	a19.101.plasma	blood	blood metagenome	male	1676987	not provided	10 week IHC	not applicable	HFD	HFD_IHC
11548.A19.101.teeth	A19.101.teeth	not provided	in chamber		A19	12/4/17 10:30	Mouse 101 tooth collection at terminal point	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	10 weeks	9/26/17	IHC	one tube for microbiome and metabolome	ApoE KO	USA:CA:San Diego	20	weeks	uberon:oral cavity	uberon:tooth	uberon:mouth	adult	Mus musculus	Mouse 101	10090	not provided	g	32.842	-117.258	A19_101_TEETH		101	UCSDMI	TRUE	11548	a19.101.teeth	tooth	oral metagenome	male	1227552	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.10114.b	A19.101.14	20.5	in chamber	new bag of food	A19	11/10/17 10:00	Mouse 101 stool collection 14 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	16.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 101	10090	26.6	g	32.842	-117.258	A19_101_14		101	UCSDMI	TRUE	11548	a19.101.14	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.1	A19.102.1	not applicable	in chamber		A19	9/26/17 10:00	Mouse 102 baseline stool collection 1 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	24.4	g	32.842	-117.258	A19_102_01		102	UCSDMI	TRUE	11548	a19.102.1	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.10	A19.102.10	25.8	in chamber		A19	10/27/17 10:00	Mouse 102 stool collection 10 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.8	g	32.842	-117.258	A19_102_10		102	UCSDMI	TRUE	11548	a19.102.10	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.10.b	A19.102.10	25.8	in chamber		A19	10/27/17 10:00	Mouse 102 stool collection 10 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.8	g	32.842	-117.258	A19_102_10		102	UCSDMI	TRUE	11548	a19.102.10	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.11	A19.102.11	31	in chamber		A19	10/31/17 10:00	Mouse 102 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.3	g	32.842	-117.258	A19_102_11		102	UCSDMI	TRUE	11548	a19.102.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.11.b	A19.102.11	31	in chamber		A19	10/31/17 10:00	Mouse 102 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.3	g	32.842	-117.258	A19_102_11		102	UCSDMI	TRUE	11548	a19.102.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.12	A19.102.12	22.5	in chamber	new lot of food	A19	11/3/17 10:00	Mouse 102 stool collection 12 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	15.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.5	g	32.842	-117.258	A19_102_12		102	UCSDMI	TRUE	11548	a19.102.12	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.12.b	A19.102.12	22.5	in chamber	new lot of food	A19	11/3/17 10:00	Mouse 102 stool collection 12 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	15.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.5	g	32.842	-117.258	A19_102_12		102	UCSDMI	TRUE	11548	a19.102.12	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.13	A19.102.13	27.2	in chamber	New bag of food	A19	11/7/17 10:00	Mouse 102 stool collection 13 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	16	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.3	g	32.842	-117.258	A19_102_13		102	UCSDMI	TRUE	11548	A19.102.13	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.14	A19.102.14	20.5	in chamber	new bag of food	A19	11/10/17 10:00	Mouse 102 stool collection 14 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	16.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	21.9	g	32.842	-117.258	A19_102_14		102	UCSDMI	TRUE	11548	a19.102.14	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.15	A19.102.15	29	in chamber		A19	11/14/17 10:00	Mouse 102 stool collection 15 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22	g	32.842	-117.258	A19_102_15		102	UCSDMI	TRUE	11548	A19.102.15	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.16	A19.102.16	23.6	in chamber		A19	11/17/17 10:00	Mouse 102 stool collection 16 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	17.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.3	g	32.842	-117.258	A19_102_16		102	UCSDMI	TRUE	11548	A19.102.16	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.17	A19.102.17	29.2	in chamber	new bag of food	A19	11/21/17 10:00	Mouse 102 stool collection 17 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.5	g	32.842	-117.258	A19_102_17		102	UCSDMI	TRUE	11548	a19.102.17	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.17.b	A19.102.17	29.2	in chamber	new bag of food	A19	11/21/17 10:00	Mouse 102 stool collection 17 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.5	g	32.842	-117.258	A19_102_17		102	UCSDMI	TRUE	11548	a19.102.17	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.18	A19.102.18	24	in chamber		A19	11/24/17 10:00	Mouse 102 stool collection 18 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	18.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	23	g	32.842	-117.258	A19_102_18		102	UCSDMI	TRUE	11548	a19.102.18	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.18.b	A19.102.18	24	in chamber		A19	11/24/17 10:00	Mouse 102 stool collection 18 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	18.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	23	g	32.842	-117.258	A19_102_18		102	UCSDMI	TRUE	11548	a19.102.18	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.19	A19.102.19	29.3	in chamber	New bag of food	A19	11/28/17 10:00	Mouse 102 stool collection 19 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	19	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	23	g	32.842	-117.258	A19_102_19		102	UCSDMI	TRUE	11548	A19.102.19	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.2	A19.102.2	41.1	in chamber	New bag of food	A19	9/29/17 10:00	Mouse 102 stool collection 2 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	10.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	23.4	g	32.842	-117.258	A19_102_02		102	UCSDMI	TRUE	11548	A19.102.2	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.20	A19.102.20	21.8	in chamber		A19	12/1/17 10:00	Mouse 102 stool collection 20 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC	Was only able to get one pellet	ApoE KO	USA:CA:San Diego	19.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.9	g	32.842	-117.258	A19_102_20		102	UCSDMI	TRUE	11548	A19.102.20	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.20.EMPTY	A19.102.20	21.8	in chamber		A19	12/1/17 10:00	Mouse 102 stool collection 20 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC	Was only able to get one pellet	ApoE KO	USA:CA:San Diego	19.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.9	g	32.842	-117.258	A19_102_20		102	UCSDMI	TRUE	11548	A19.102.20	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.3	A19.102.3	52	in chamber	put nyla bones in cage	A19	10/3/17 10:00	Mouse 102 stool collection 3 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	23.6	g	32.842	-117.258	A19_102_03		102	UCSDMI	TRUE	11548	a19.102.3	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.3.b	A19.102.3	52	in chamber	put nyla bones in cage	A19	10/3/17 10:00	Mouse 102 stool collection 3 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	23.6	g	32.842	-117.258	A19_102_03		102	UCSDMI	TRUE	11548	a19.102.3	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.4	A19.102.4	30.7	in chamber		A19	10/6/17 10:00	Mouse 102 stool collection 4 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	11.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.6	g	32.842	-117.258	A19_102_04		102	UCSDMI	TRUE	11548	a19.102.4	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.4.b	A19.102.4	30.7	in chamber		A19	10/6/17 10:00	Mouse 102 stool collection 4 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	11.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.6	g	32.842	-117.258	A19_102_04		102	UCSDMI	TRUE	11548	a19.102.4	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.5	A19.102.5	43.7	in chamber		A19	10/10/17 10:00	Mouse 102 stool collection 5 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.7	g	32.842	-117.258	A19_102_05		102	UCSDMI	TRUE	11548	A19.102.5	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.6	A19.102.6	29.8	in chamber	New bag of food	A19	10/13/17 10:00	Mouse 102 stool collection 6 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	12.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.5	g	32.842	-117.258	A19_102_06		102	UCSDMI	TRUE	11548	A19.102.6	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.102.7	A19.102.7	39.9	in chamber		A19	10/17/17 10:00	Mouse 102 stool collection 7 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC	orit only for sample collection	ApoE KO	USA:CA:San Diego	13	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.4	g	32.842	-117.258	A19_102_07		102	UCSDMI	TRUE	11548	a19.102.7	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.7.b	A19.102.7	39.9	in chamber		A19	10/17/17 10:00	Mouse 102 stool collection 7 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC	orit only for sample collection	ApoE KO	USA:CA:San Diego	13	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.4	g	32.842	-117.258	A19_102_07		102	UCSDMI	TRUE	11548	a19.102.7	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.8	A19.102.8	28.5	in chamber		A19	10/20/17 10:00	Mouse 102 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.7	g	32.842	-117.258	A19_102_08		102	UCSDMI	TRUE	11548	a19.102.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.8.b	A19.102.8	28.5	in chamber		A19	10/20/17 10:00	Mouse 102 stool collection 8 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	13.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.7	g	32.842	-117.258	A19_102_08		102	UCSDMI	TRUE	11548	a19.102.8	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.9	A19.102.9	38.8	in chamber		A19	10/24/17 10:00	Mouse 102 stool collection 9 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.8	g	32.842	-117.258	A19_102_09		102	UCSDMI	TRUE	11548	a19.102.9	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.9.b	A19.102.9	38.8	in chamber		A19	10/24/17 10:00	Mouse 102 stool collection 9 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	22.8	g	32.842	-117.258	A19_102_09		102	UCSDMI	TRUE	11548	a19.102.9	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.102.plasma	A19.102.plasma	not provided	in chamber		A19	12/4/17 10:30	Portal vein blood/plasma collection for mouse 102	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal secretion	urban biome	animal-associated habitat	blood	host-associated	10 weeks	9/26/17	IHC	for metabolome only	ApoE KO	USA:CA:San Diego	20	weeks	uberon:blood	uberon:blood	uberon:blood	adult	Mus musculus	Mouse 102	10090	not provided	g	32.842	-117.258	A19_102_PLASMA		102	UCSDMI	TRUE	11548	a19.102.plasma	blood	blood metagenome	male	1676987	not provided	10 week IHC	not applicable	HFD	HFD_IHC
11548.A19.102.teeth	A19.102.teeth	not provided	in chamber		A19	12/4/17 10:30	Mouse 102 tooth collection at terminal point	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal corpus	urban biome	animal-associated habitat	organic material	host-associated	10 weeks	9/26/17	IHC	one tube for microbiome and metabolome	ApoE KO	USA:CA:San Diego	20	weeks	uberon:oral cavity	uberon:tooth	uberon:mouth	adult	Mus musculus	Mouse 102	10090	not provided	g	32.842	-117.258	A19_102_TEETH		102	UCSDMI	TRUE	11548	a19.102.teeth	tooth	oral metagenome	male	1227552	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.10214.b	A19.102.14	20.5	in chamber	new bag of food	A19	11/10/17 10:00	Mouse 102 stool collection 14 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	16.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 102	10090	21.9	g	32.842	-117.258	A19_102_14		102	UCSDMI	TRUE	11548	a19.102.14	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.103.1	A19.103.1	not applicable	in chamber		A19	9/26/17 10:00	Mouse 103 baseline stool collection 1 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 103	10090	25.7	g	32.842	-117.258	A19_103_01		103	UCSDMI	TRUE	11548	a19.103.1	feces	mouse gut metagenome	male	410661		10 week IHC		HFD	HFD_IHC
11548.A19.103.10	A19.103.10	25.8	in chamber		A19	10/27/17 10:00	Mouse 103 stool collection 10 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 103	10090	25.3	g	32.842	-117.258	A19_103_10		103	UCSDMI	TRUE	11548	a19.103.10	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.103.10.b	A19.103.10	25.8	in chamber		A19	10/27/17 10:00	Mouse 103 stool collection 10 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	14.5	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 103	10090	25.3	g	32.842	-117.258	A19_103_10		103	UCSDMI	TRUE	11548	a19.103.10	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.103.11	A19.103.11	31	in chamber		A19	10/31/17 10:00	Mouse 103 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 103	10090	23	g	32.842	-117.258	A19_103_11	found dead on following collection	103	UCSDMI	TRUE	11548	a19.103.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
11548.A19.103.11.b	A19.103.11	31	in chamber		A19	10/31/17 10:00	Mouse 103 stool collection 11 of 20	High Fat Diet	TRUE	7/18/17	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	9/26/17	IHC		ApoE KO	USA:CA:San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	adult	Mus musculus	Mouse 103	10090	23	g	32.842	-117.258	A19_103_11	found dead on following collection	103	UCSDMI	TRUE	11548	a19.103.11	feces	mouse gut metagenome	male	410661	not provided	10 week IHC	not provided	HFD	HFD_IHC
