Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
26660,1.892,AIR,409.2945,4.429,NA,CCMSLIB00010235886,"""Candidate Trihydroxylated bile acid (delta mass -0.0003; sirius atomic difference:; buddy atomic difference: ; spectral library match to CCMSLIB00003137939, Spectral Match to Cholic acid from NIST14)""",M+H,NA
24091,1.890,AIR,413.3062,3.881,NA,CCMSLIB00010235275,"""Candidate Trihydroxylated bile acid (delta mass 4.0051; sirius atomic difference: 3C, -2O; buddy atomic difference: 3C, -2O)""",M+H,NA
28548,1.889,IHC,710.5942,4.901,NA,NA,NA,NA,NA
14244,1.889,AIR,308.1986,2.112,NA,NA,NA,NA,NA
15211,1.888,AIR,253.1436,2.271,NA,NA,NA,NA,NA
28988,1.888,AIR,579.3806,4.979,NA,CCMSLIB00005436493,putative tryptophane conjugated chenodeoxycholic acid (clustered spectrum),M+H,NA
22626,1.888,AIR,335.1855,3.519,NA,NA,NA,NA,NA
32162,1.888,IHC,279.2322,5.565,33,CCMSLIB00003134812,Spectral Match to 9(10)-EpOME from NIST14,M+H-H2O,NA
24394,1.887,IHC,832.5931,3.952,334,CCMSLIB00010218178,"""Candidate Tetrahydroxylated bile acid (delta mass 407.3003; sirius atomic difference: 24C, 42H, 1N, 2O, 1P; buddy atomic difference: 24C, 41H, 1N, 4O)""",M+H,Tetrahydroxylated bile acid_cholic acid [M+NH4]+
8635,1.886,AIR,180.1024,1.450,597,NA,NA,NA,NA
5268,1.886,AIR,147.1214,0.866,456,NA,NA,NA,NA
11282,1.885,AIR,349.1873,1.734,NA,NA,NA,NA,NA
27195,1.885,AIR,415.3211,4.532,NA,NA,NA,NA,NA
19007,1.884,AIR,275.1645,2.870,177,NA,NA,NA,NA
24056,1.884,AIR,362.2361,3.868,NA,NA,NA,NA,NA
22269,1.884,AIR,368.2436,3.457,104,CCMSLIB00010248024,"""Candidate Pentahydroxylated bile acid (delta mass -73.0347; sirius atomic difference: -4C, -7H, 1N, -2O; buddy atomic difference: -4C, -7H, 1N, -2O)""",M+H,NA
25438,1.883,IHC,502.2249,4.149,NA,NA,NA,NA,NA
21027,1.883,AIR,235.1045,3.230,260,NA,NA,NA,NA
30740,1.882,IHC,482.3249,5.323,491,CCMSLIB00003136026,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,M+H,NA
20341,1.881,AIR,380.2074,3.096,NA,NA,NA,NA,NA
36622,1.880,IHC,498.4886,6.754,NA,NA,NA,NA,NA
32463,1.880,IHC,510.3584,5.635,NA,NA,NA,NA,NA
21139,1.879,AIR,333.1817,3.210,NA,NA,NA,NA,NA
3903,1.879,AIR,488.3089,0.655,NA,NA,NA,NA,NA
21782,1.878,AIR,394.2592,3.363,260,CCMSLIB00010238893,"""Candidate Pentahydroxylated bile acid (delta mass -47.0251; sirius atomic difference: -2C, -5H, 1N, -2O; buddy atomic difference: -1C, -9H, 5N, -6O)""",M+H,NA
10646,1.878,AIR,488.2275,1.666,NA,NA,NA,NA,NA
27814,1.878,IHC,316.2849,4.711,NA,NA,NA,NA,NA
19028,1.878,AIR,400.2709,2.886,NA,NA,NA,NA,NA
24437,1.878,IHC,301.2012,3.932,NA,NA,NA,NA,NA
35094,1.876,AIR,556.5302,6.258,NA,NA,NA,NA,NA
32369,1.875,IHC,447.2494,5.609,NA,NA,NA,NA,NA
34032,1.874,IHC,460.4155,5.930,NA,NA,NA,NA,NA
29708,1.874,IHC,261.2216,5.160,24,CCMSLIB00005722220,NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],[M-3H2O+H]+,NA
36171,1.873,IHC,554.5144,6.613,NA,NA,NA,NA,NA
20584,1.873,AIR,335.2220,3.131,NA,CCMSLIB00010260517,"""Candidate Trihydroxylated bile acid (delta mass -74.0723; sirius atomic difference: -4C, -10H, -1O; buddy atomic difference: -4C, -10H, -1O)""",M+H,NA
32442,1.873,IHC,312.2534,5.602,128,NA,NA,NA,NA
19913,1.872,AIR,631.3106,3.032,335,NA,NA,NA,NA
19795,1.871,IHC,336.1640,2.989,NA,NA,NA,NA,NA
20450,1.870,AIR,520.2719,3.103,NA,CCMSLIB00005788125,Taurocholenic acid putative,M+Na,NA
1173,1.869,AIR,233.0425,0.254,307,NA,NA,NA,NA
18172,1.869,AIR,336.1467,2.737,NA,NA,NA,NA,NA
24681,1.868,AIR,409.2950,3.825,224,CCMSLIB00010235860,"""Candidate Trihydroxylated bile acid (delta mass 0.0002; sirius atomic difference:; buddy atomic difference: ; spectral library match to CCMSLIB00005465638, """"(4R)-4-((3R,5R,6R,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
28071,1.868,AIR,481.3889,4.790,NA,NA,NA,NA,NA
19770,1.867,IHC,303.1343,2.993,540,NA,NA,NA,NA
1076,1.866,IHC,203.0534,0.245,NA,NA,NA,NA,NA
29558,1.866,IHC,296.1470,5.107,127,NA,NA,NA,NA
27699,1.866,IHC,803.5446,4.689,132,CCMSLIB00005464897,"""(R)-4-((3R,5R,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid""",2M+Na,NA
20215,1.865,AIR,613.2832,3.037,335,CCMSLIB00010220827,"""Candidate Trihydroxylated bile acid (delta mass 203.9886; sirius atomic difference: 5C, 4H, 2N, 5O, 1S)""",M+H,Trihydroxylated bile acid_l-cystine [M-H2O+H]+
4529,1.864,AIR,173.0813,0.706,NA,NA,NA,NA,NA
25776,1.863,IHC,839.5647,4.213,15,CCMSLIB00005465731,"""(R)-4-((3R,5R,6R,8R,9S,10R,12S,13R,14S,17R)-3,6,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,NA
29480,1.862,IHC,307.2270,5.106,56,NA,NA,NA,NA
30935,1.859,IHC,551.3340,5.367,NA,NA,NA,NA,NA
19834,1.856,IHC,468.2504,2.996,NA,NA,NA,NA,NA
23612,1.852,AIR,333.2063,3.710,NA,NA,NA,NA,NA
20397,1.852,AIR,447.3113,3.112,NA,NA,NA,NA,NA
36298,1.851,AIR,584.5616,6.634,NA,NA,NA,NA,NA
24809,1.851,AIR,426.3218,4.014,224,CCMSLIB00010233596,"""Candidate Trihydroxylated bile acid (delta mass 17.0262; buddy atomic difference: 3H, 1N; spectral library match to CCMSLIB00003137151, Spectral Match to Cholic acid from NIST14)""",M+H,NA
20213,1.850,AIR,353.2322,3.051,NA,CCMSLIB00010250379,"""Candidate Trihydroxylated bile acid (delta mass -56.0564; sirius atomic difference: -7C, -4H, 1S; buddy atomic difference: -4C, -8H)""",M+H,NA
32703,1.850,AIR,480.3132,5.584,NA,NA,NA,NA,NA
35904,1.849,IHC,536.5055,6.517,NA,NA,NA,NA,NA
28261,1.847,AIR,268.2638,4.828,504,CCMSLIB00003138187,Spectral Match to Heptadecasphing-4-enine from NIST14,M+H-H2O,NA
35612,1.847,IHC,584.5053,6.424,NA,NA,NA,NA,NA
24424,1.846,IHC,350.2330,3.935,447,NA,NA,NA,NA
1300,1.846,AIR,82.5373,0.264,332,NA,NA,NA,NA
23548,1.845,AIR,444.2421,3.737,NA,NA,NA,NA,NA
18720,1.845,AIR,265.1437,2.822,NA,NA,NA,NA,NA
21070,1.845,AIR,353.2499,3.333,NA,CCMSLIB00010249559,"""Candidate Tetrahydroxylated bile acid (delta mass -72.0411; sirius atomic difference: -8H, -4O; buddy atomic difference: -8H, -4O; spectral library match to CCMSLIB00005464806, """"(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid"""")""",M+H,NA
22306,1.844,AIR,433.3326,3.438,NA,NA,NA,NA,NA
29009,1.844,AIR,302.2955,4.988,164,NA,NA,NA,NA
27999,1.843,IHC,389.2690,4.769,18,CCMSLIB00010241617,"""Candidate Tetrahydroxylated bile acid (delta mass -36.0211; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005465139, """"(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
29232,1.843,AIR,427.3578,5.105,406,NA,NA,NA,NA
22243,1.841,IHC,482.2294,3.460,NA,CCMSLIB00010225394,"""Candidate Trihydroxylated bile acid (delta mass 72.9343; sirius atomic difference: 2C, -9H, 3N, 1O; buddy atomic difference: 2C, -9H, 3N, 1O)""",M+H,NA
27702,1.841,IHC,408.3112,4.688,132,CCMSLIB00010236520,"""Candidate Trihydroxylated bile acid (delta mass -0.9846; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
21078,1.841,AIR,293.6622,3.384,NA,NA,NA,NA,NA
30299,1.840,IHC,394.2965,5.250,NA,NA,NA,NA,NA
28001,1.839,IHC,406.2956,4.770,18,CCMSLIB00010238071,"""Candidate Trihydroxylated bile acid (delta mass -2.996; sirius atomic difference: -1H, 1N, -1O; buddy atomic difference: -1H, 1N, -1O)""",M+H,NA
25706,1.838,IHC,834.6104,4.216,15,CCMSLIB00010218143,"""Candidate Trihydroxylated bile acid (delta mass 425.3133; sirius atomic difference: 20C, 39H, 7N, 3O; buddy atomic difference: 24C, 43H, 1N, 5O; spectral library match to CCMSLIB00005435981, Cholic acid)""",M+H,Trihydroxylated bile acid_dopamine-c20:2 [M+H]+
30899,1.835,AIR,371.2950,5.354,NA,NA,NA,NA,NA
27675,1.833,IHC,605.8985,4.690,132,NA,NA,NA,NA
1374,1.832,AIR,91.5425,0.273,332,NA,NA,NA,NA
21284,1.830,IHC,500.3042,3.413,NA,CCMSLIB00003138823,Spectral Match to Tauroursodeoxycholic acid from NIST14,M+H,NA
22024,1.828,AIR,566.3362,3.409,NA,CCMSLIB00010221894,"""Candidate Dihydroxylated bile acid (delta mass 173.0346; sirius atomic difference: 6C, 7H, 1N, 5O; buddy atomic difference: 6C, 7H, 1N, 5O)""",M+H,Dihydroxylated bile acid_juglone [M+NH4]+
3739,1.827,AIR,280.1767,0.606,NA,NA,NA,NA,NA
25287,1.826,IHC,442.2105,4.121,91,NA,NA,NA,NA
23768,1.825,AIR,426.3220,3.827,224,CCMSLIB00010233729,"""Candidate Trihydroxylated bile acid (delta mass 17.0259; buddy atomic difference: 3H, 1N; spectral library match to CCMSLIB00003137151, Spectral Match to Cholic acid from NIST14)""",M+H,NA
15787,1.825,AIR,347.1857,2.433,NA,NA,NA,NA,NA
27225,1.824,AIR,361.2365,4.692,NA,NA,NA,NA,NA
36907,1.822,AIR,686.5694,6.800,NA,NA,NA,NA,NA
19742,1.822,IHC,335.1607,2.988,540,NA,NA,NA,NA
27973,1.820,AIR,503.3713,4.756,NA,NA,NA,NA,NA
28796,1.820,IHC,400.2813,4.938,NA,NA,NA,NA,NA
33598,1.819,IHC,297.2428,5.777,33,CCMSLIB00003135128,"Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14",M+H-H2O,NA
18346,1.817,IHC,321.1451,2.716,581,NA,NA,NA,NA
29664,1.817,AIR,293.2115,5.108,175,CCMSLIB00003136149,Spectral Match to 9(S)-HpOTrE from NIST14,M+H-H2O,NA
30392,1.816,AIR,441.2253,5.279,542,NA,NA,NA,NA
29806,1.814,AIR,412.2521,5.175,NA,CCMSLIB00003135184,Spectral Match to N-Arachidonoyltaurine from NIST14,M+H,NA
1610,1.814,AIR,136.0345,0.293,NA,NA,NA,NA,NA
26945,1.811,AIR,481.3892,4.475,NA,CCMSLIB00010225403,"""Candidate Trihydroxylated bile acid (delta mass 72.0939; buddy atomic difference: 5C, 12H)""",M+H,NA
34470,1.810,IHC,588.2946,6.021,108,NA,NA,NA,NA
4815,1.810,AIR,488.3090,0.715,NA,NA,NA,NA,NA
25838,1.810,IHC,355.2641,4.211,15,CCMSLIB00010248748,"""Candidate Trihydroxylated bile acid (delta mass -54.0312; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00003136615, Spectral Match to Cholic acid from NIST14)""",M+H,NA
28003,1.808,IHC,255.1379,4.770,18,NA,NA,NA,NA
21507,1.808,AIR,442.3171,3.324,NA,CCMSLIB00010231453,"""Candidate Tetrahydroxylated bile acid (delta mass 17.0271; sirius atomic difference: 3H, 1N; buddy atomic difference: 1C, -1H, 5N, -4O)""",M+H,NA
30361,1.807,IHC,452.3133,5.277,NA,NA,NA,NA,NA
19518,1.806,AIR,333.2062,3.063,NA,NA,NA,NA,NA
28004,1.805,IHC,263.1245,4.772,18,NA,NA,NA,NA
31497,1.804,IHC,538.3889,5.489,NA,CCMSLIB00010056995,PC(19:0/0:0); [M+H]+ C27H57N1O7P1,M+H,NA
33665,1.804,IHC,535.2725,5.803,NA,NA,NA,NA,NA
36004,1.804,IHC,610.5203,6.546,171,NA,NA,NA,NA
18613,1.804,IHC,532.2964,2.807,NA,CCMSLIB00010222748,"""Candidate Tetrahydroxylated bile acid (delta mass 107.0057; sirius atomic difference: 2C, 5H, 1N, 2O, 1S; buddy atomic difference: 11C, -3H, 3N, -4O)""",M+H,Tetrahydroxylated bile acid_4-methyl-5-thiazoleethanol [M-H2O+H]+
16037,1.802,AIR,245.1389,2.377,NA,NA,NA,NA,NA
26853,1.799,AIR,534.3487,4.459,NA,NA,NA,NA,NA
1611,1.799,AIR,111.0395,0.291,446,NA,NA,NA,NA
16361,1.794,AIR,347.1856,2.486,NA,NA,NA,NA,NA
18808,1.793,AIR,292.2123,2.823,NA,NA,NA,NA,NA
22580,1.792,IHC,517.3325,3.569,NA,CCMSLIB00010223241,"""Candidate Dihydroxylated bile acid (delta mass 124.0319; buddy atomic difference: 5C, 4H, 2N, 2O; spectral library match to CCMSLIB00006680044, TAUROURSODEOXYCHOLIC ACID)""",M+H,NA
2294,1.792,IHC,230.1138,0.343,NA,NA,NA,NA,NA
19116,1.791,AIR,386.2542,2.926,177,NA,NA,NA,NA
1475,1.789,AIR,188.1764,0.289,NA,CCMSLIB00012715992,Candidate Spermidine-C2:0 (delta mass:42.0105),M+H,NA
22751,1.789,AIR,449.3270,3.522,NA,NA,NA,NA,NA
29915,1.788,AIR,311.2584,5.208,24,CCMSLIB00005722082,"NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match]",[M-H2O+H]+,NA
21716,1.787,AIR,449.3272,3.390,NA,NA,NA,NA,NA
25152,1.786,IHC,835.5362,4.083,NA,CCMSLIB00005465140,"""(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,NA
20092,1.785,AIR,293.1376,3.048,NA,NA,NA,NA,NA
33542,1.783,IHC,460.3536,5.774,65,NA,NA,NA,NA
19503,1.781,AIR,375.1921,2.920,442,NA,NA,NA,NA
22402,1.778,AIR,447.3114,3.504,NA,NA,NA,NA,NA
28252,1.778,AIR,335.2205,4.745,52,NA,NA,NA,NA
14174,1.776,AIR,165.0914,2.198,670,NA,NA,NA,NA
23440,1.776,AIR,577.2991,3.682,NA,CCMSLIB00010221691,"""Candidate Tetrahydroxylated bile acid (delta mass 152.0094; sirius atomic difference: 3C, 8H, 2N, 1O, 2S; buddy atomic difference: 4C, 4H, 6N, -3O, 2S)""",M+H,Tetrahydroxylated bile acid_5-chlorobenzotriazole [M+NH4]+
24501,1.775,IHC,353.2489,3.949,334,CCMSLIB00010250239,"""Candidate Trihydroxylated bile acid (delta mass -56.0475; sirius atomic difference: -8H, -3O; buddy atomic difference: -8H, -3O)""",M+H,NA
29206,1.775,IHC,309.2427,5.104,586,NA,NA,NA,NA
22376,1.774,AIR,253.1436,3.469,NA,NA,NA,NA,NA
29124,1.773,AIR,362.2366,4.989,NA,CCMSLIB00010010893,Tau-C16:1,M+H,NA
30131,1.771,IHC,532.3392,5.220,392,CCMSLIB00003136925,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
26317,1.769,AIR,425.2889,4.332,NA,CCMSLIB00010233942,"""Candidate Tetrahydroxylated bile acid (delta mass 0.0001; sirius atomic difference:; buddy atomic difference: )""",M+H,NA
27696,1.768,IHC,309.2579,4.690,132,NA,NA,NA,NA
16222,1.767,AIR,331.1906,2.521,NA,NA,NA,NA,NA
23280,1.767,AIR,994.5243,3.649,107,CCMSLIB00010217613,"""Candidate Trihydroxylated bile acid (delta mass 585.2301; sirius atomic difference: 23C, 39H, 1N, 16O; buddy atomic difference: 36C, 31H, 3N, 5O)""",M+H,"Trihydroxylated bile acid_(7r,10r,14r,18r,22s)-10,21,22-trihydroxy-7,18-dimethyl-19-(5-oxo-2,5-dihydrofuran-3-yl)-5'h-4,6,11-trioxaspiro[hexacyclo[12.11.0.0,.0?,?.0?,.0?,]pentacosane-9,2'-[1,3]thiazole]-14-carbaldehyde [M+H]+"
20712,1.767,AIR,384.2385,3.064,NA,NA,NA,NA,NA
20261,1.766,AIR,275.1643,3.116,293,NA,NA,NA,NA
2166,1.766,IHC,213.1240,0.355,NA,NA,NA,NA,NA
2288,1.765,AIR,241.1039,0.369,NA,NA,NA,NA,NA
36156,1.764,IHC,700.5731,6.599,849,CCMSLIB00010093623,GalCer(d18:1/16:0); [M+H]+ C40H78N1O8,M+H,NA
22418,1.763,IHC,498.2890,3.421,97,CCMSLIB00010224206,"""Candidate Dihydroxylated bile acid (delta mass 104.9897; ; spectral library match to CCMSLIB00005465494, """"2-((4R)-4-((3R,5R,6S,7S,9S,10R,13R,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")""",M+H,NA
20786,1.762,AIR,405.2647,3.269,NA,CCMSLIB00010238566,"""Candidate Pentahydroxylated bile acid (delta mass -36.0214; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O)""",M+H,NA
33613,1.762,IHC,279.2322,5.726,33,CCMSLIB00003134812,Spectral Match to 9(10)-EpOME from NIST14,M+H-H2O,NA
20112,1.762,AIR,237.1488,3.064,NA,NA,NA,NA,NA
11463,1.761,AIR,277.6525,1.669,NA,NA,NA,NA,NA
32815,1.760,IHC,462.3697,5.649,67,NA,NA,NA,NA
12382,1.756,AIR,432.2805,2.075,157,NA,NA,NA,NA
28411,1.756,AIR,378.2804,4.858,NA,NA,NA,NA,NA
32395,1.756,IHC,518.3230,5.549,NA,CCMSLIB00003139839,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
19225,1.755,AIR,332.1609,2.901,NA,NA,NA,NA,NA
8305,1.754,AIR,337.1984,1.430,NA,NA,NA,NA,NA
22895,1.753,AIR,371.2595,3.579,NA,CCMSLIB00010247324,"""Candidate Tetrahydroxylated bile acid (delta mass -54.0318; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
26407,1.752,AIR,443.2414,4.374,NA,NA,NA,NA,NA
21311,1.752,AIR,630.8111,3.162,NA,NA,NA,NA,NA
23865,1.752,AIR,410.2984,3.825,224,CCMSLIB00010235799,Candidate Trihydroxylated bile acid (delta mass 1.0039),M+H,NA
26996,1.750,AIR,321.2426,4.681,NA,NA,NA,NA,NA
20116,1.749,AIR,615.2823,3.036,335,CCMSLIB00010220726,"""Candidate Trihydroxylated bile acid (delta mass 205.988; buddy atomic difference: 10C, -2H, 4N, 2O)""",M+H,NA
1680,1.749,AIR,70.0129,0.299,NA,NA,NA,NA,NA
22805,1.748,AIR,370.2594,3.567,555,CCMSLIB00010247964,"""Candidate Tetrahydroxylated bile acid (delta mass -55.0305; buddy atomic difference: -4C, -5H, 1N, -1O)""",M+H,NA
30518,1.747,AIR,459.3475,5.311,468,NA,NA,NA,NA
11637,1.747,AIR,187.0973,1.801,NA,CCMSLIB00000568094,MoNA:815638 Gabapentin Related Compound E,[M+H]+,NA
731,1.747,AIR,90.5260,0.290,216,NA,NA,NA,NA
14623,1.747,IHC,484.3143,2.204,NA,NA,NA,NA,NA
782,1.747,AIR,99.5313,0.298,446,NA,NA,NA,NA
27694,1.747,IHC,781.5629,4.690,132,CCMSLIB00010218848,"""Candidate Trihydroxylated bile acid (delta mass 372.2658; sirius atomic difference: 24C, 36H, 3O; buddy atomic difference: 24C, 36H, 3O; spectral library match to CCMSLIB00005464718, """"(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,Trihydroxylated bile acid_cholic acid [M-H2O+H]+
35008,1.746,IHC,515.3651,6.216,NA,NA,NA,NA,NA
22426,1.746,AIR,432.2415,3.511,NA,NA,NA,NA,NA
20082,1.745,AIR,327.2168,3.055,303,NA,NA,NA,NA
36466,1.745,IHC,428.3662,6.654,NA,NA,NA,NA,NA
29624,1.744,IHC,289.1432,5.149,95,NA,NA,NA,NA
32678,1.743,AIR,435.3020,5.634,NA,NA,NA,NA,NA
23114,1.742,AIR,395.1974,3.631,NA,CCMSLIB00010238880,"""Candidate Pentahydroxylated bile acid (delta mass -46.0859; buddy atomic difference: -1C, -14H, 2N, -3O)""",M+H,NA
14564,1.739,AIR,476.3071,2.182,696,NA,NA,NA,NA
36936,1.739,IHC,744.5962,6.928,NA,NA,NA,NA,NA
2822,1.739,AIR,253.1187,0.453,781,NA,NA,NA,NA
24021,1.738,AIR,467.3363,3.854,NA,NA,NA,NA,NA
30928,1.738,AIR,517.3528,5.341,NA,NA,NA,NA,NA
5180,1.738,AIR,226.0711,0.843,NA,NA,NA,NA,NA
27543,1.738,IHC,501.3218,4.639,NA,NA,NA,NA,NA
2627,1.737,AIR,179.1290,0.427,NA,NA,NA,NA,NA
20911,1.736,AIR,371.1835,3.368,260,NA,NA,NA,NA
17134,1.736,AIR,381.2260,2.553,NA,NA,NA,NA,NA
35596,1.736,IHC,718.5832,6.421,NA,NA,NA,NA,NA
10979,1.736,IHC,350.2061,1.717,NA,NA,NA,NA,NA
30404,1.735,AIR,436.2699,5.281,542,NA,NA,NA,NA
20026,1.735,AIR,630.3096,3.032,335,CCMSLIB00010220383,"""Candidate Trihydroxylated bile acid (delta mass 221.0153; sirius atomic difference: 6C, 3H, 7N, 1O, 1S; buddy atomic difference: 11C, 3H, 5N, -1O, 1S)""",M+H,NA
666,1.733,AIR,102.0341,0.283,216,NA,NA,NA,NA
16220,1.733,IHC,410.2908,2.411,NA,NA,NA,NA,NA
29212,1.733,AIR,333.2054,5.068,110,NA,NA,NA,NA
27540,1.732,AIR,335.2207,4.601,771,NA,NA,NA,NA
28722,1.726,AIR,361.2373,4.934,NA,NA,NA,NA,NA
36805,1.725,IHC,677.5076,6.803,NA,NA,NA,NA,NA
3565,1.724,AIR,170.5630,0.583,NA,NA,NA,NA,NA
37215,1.723,IHC,562.5199,6.947,NA,NA,NA,NA,NA
23502,1.723,AIR,316.1208,3.735,NA,NA,NA,NA,NA
27160,1.721,IHC,256.1461,4.626,NA,NA,NA,NA,NA
23247,1.721,IHC,317.1501,3.545,170,NA,NA,NA,NA
22858,1.721,IHC,422.2899,3.615,NA,NA,NA,NA,NA
31120,1.721,AIR,448.3396,5.385,NA,NA,NA,NA,NA
26849,1.719,AIR,413.3057,4.498,NA,CCMSLIB00010235266,"""Candidate Dihydroxylated bile acid (delta mass 20.0048; sirius atomic difference: 3C, -1O; buddy atomic difference: 3C, -1O)""",M+H,Dihydroxylated bile acid_propionic acid [M-2H2O+H]+
31423,1.719,IHC,568.3684,5.493,436,NA,NA,NA,NA
29398,1.718,IHC,391.2466,5.052,NA,NA,NA,NA,NA
28007,1.718,IHC,794.5578,4.771,18,NA,NA,NA,NA
27742,1.718,IHC,819.5159,4.692,NA,NA,NA,NA,NA
26746,1.718,AIR,408.2829,4.325,NA,NA,NA,NA,NA
18073,1.717,AIR,267.1742,2.708,47,NA,NA,NA,NA
22027,1.716,AIR,440.3011,3.410,NA,CCMSLIB00010231600,"""Candidate Tetrahydroxylated bile acid (delta mass 15.0112; sirius atomic difference: 1H, 1N; buddy atomic difference: 1C, -3H, 5N, -4O)""",M+H,NA
30746,1.716,AIR,137.1331,5.336,484,CCMSLIB00005788000,beta-pinene,M+H,NA
6226,1.714,AIR,237.1243,1.041,382,CCMSLIB00005738093,Massbank:RP016502 Ala-Phe|(2S)-2-[[(2S)-2-azaniumylpropanoyl]amino]-3-phenylpropanoate,M+H,NA
20340,1.713,AIR,618.2385,3.045,335,CCMSLIB00010220616,"""Candidate Trihydroxylated bile acid (delta mass 208.9378; sirius atomic difference: -1H, 7N, 3O, 2S)""",M+H,NA
20995,1.712,AIR,630.3097,3.102,NA,CCMSLIB00010220390,"""Candidate Trihydroxylated bile acid (delta mass 221.0143; buddy atomic difference: 14C, -1H, 5N, -1O)""",M+H,NA
26575,1.712,AIR,295.2271,4.411,NA,NA,NA,NA,NA
34463,1.712,IHC,589.3006,6.021,108,NA,NA,NA,NA
1465,1.708,IHC,136.0397,0.278,NA,NA,NA,NA,NA
27102,1.708,AIR,468.3688,4.517,NA,CCMSLIB00003136884,"Spectral Match to 3.alpha.,7.alpha.,12.alpha.-Trihydroxycholestanoic acid from NIST14",M+NH4,NA
25067,1.707,IHC,332.2224,3.929,447,NA,NA,NA,NA
2005,1.707,AIR,230.1867,0.329,NA,CCMSLIB00012346140,"N1,N8-diacetylspermidine",[M+H]+,NA
28969,1.705,IHC,367.2468,4.895,NA,NA,NA,NA,NA
3969,1.704,AIR,223.1082,0.638,487,NA,NA,NA,NA
20650,1.702,AIR,364.2699,3.145,NA,NA,NA,NA,NA
19882,1.702,AIR,634.2049,3.038,NA,NA,NA,NA,NA
30399,1.701,AIR,419.2433,5.280,542,NA,NA,NA,NA
26753,1.701,AIR,317.2690,4.481,319,NA,NA,NA,NA
22119,1.699,IHC,462.2672,3.325,97,CCMSLIB00010228969,"""Candidate Trihydroxylated bile acid (delta mass 52.9751; buddy atomic difference: 2C, -1H, 1N, -1O, 1S; spectral library match to CCMSLIB00005435564, taurocholic acid)""",M+H,Trihydroxylated bile acid_taurine [M-3H2O+H]+
29099,1.699,IHC,315.2531,4.970,NA,NA,NA,NA,NA
22077,1.699,AIR,355.2649,3.456,125,CCMSLIB00010249061,"""Candidate Trihydroxylated bile acid (delta mass -54.0318; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00003139523, Spectral Match to Cholic acid from NIST14)""",M+H,NA
23503,1.698,IHC,591.3169,3.689,NA,NA,NA,NA,NA
2158,1.696,AIR,260.1609,0.416,332,NA,NA,NA,NA
23469,1.696,AIR,391.2846,3.807,224,CCMSLIB00010240105,"""Candidate Trihydroxylated bile acid (delta mass -18.011; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005465755, """"(R)-4-((3S,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
733,1.693,AIR,139.0185,0.286,216,NA,NA,NA,NA
2575,1.692,AIR,280.1294,0.418,NA,NA,NA,NA,NA
