Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
6980,1.433,High Fat Diet,419.2142,1.212,NA,NA,NA,NA,NA
26548,1.433,High Fat Diet,559.3769,4.439,NA,NA,NA,NA,NA
17889,1.431,High Fat Diet,687.2701,2.672,291,NA,NA,NA,NA
33540,1.431,Regular chow,309.2428,5.737,NA,NA,NA,NA,NA
22816,1.430,High Fat Diet,358.3683,3.561,NA,NA,NA,NA,NA
36622,1.430,Regular chow,498.4886,6.754,NA,NA,NA,NA,NA
16830,1.430,High Fat Diet,198.1134,2.514,NA,NA,NA,NA,NA
29109,1.430,Regular chow,378.2642,5.018,NA,NA,NA,NA,NA
27548,1.429,High Fat Diet,289.1817,4.602,600,NA,NA,NA,NA
2481,1.429,Regular chow,237.6497,0.395,NA,NA,NA,NA,NA
2357,1.429,Regular chow,207.0802,0.389,545,NA,NA,NA,NA
26624,1.429,High Fat Diet,598.2922,4.386,NA,NA,NA,NA,NA
25450,1.429,Regular chow,487.3416,4.123,NA,CCMSLIB00010224922,"""Candidate Dihydroxylated bile acid (delta mass 94.0428; sirius atomic difference: 6C, 6H, 1O; buddy atomic difference: 6C, 6H, 1O)""",M+H,Dihydroxylated bile acid_sorbic acid [M+H]+
32098,1.428,High Fat Diet,429.3724,5.493,NA,NA,NA,NA,NA
22798,1.428,High Fat Diet,504.2632,3.559,675,NA,NA,NA,NA
22876,1.428,High Fat Diet,331.1909,3.528,NA,CCMSLIB00010261077,"""Candidate Pentahydroxylated bile acid (delta mass -110.0955; sirius atomic difference: -4C, -14H, -3O; buddy atomic difference: -4C, -14H, -3O)""",M+H,NA
20842,1.428,High Fat Diet,317.2115,3.184,NA,NA,NA,NA,NA
32791,1.428,Regular chow,432.3239,5.698,33,NA,NA,NA,NA
20149,1.428,Regular chow,404.2646,3.054,NA,NA,NA,NA,NA
37348,1.427,High Fat Diet,759.5720,6.971,NA,NA,NA,NA,NA
23114,1.427,High Fat Diet,395.1974,3.631,NA,CCMSLIB00010238880,"""Candidate Pentahydroxylated bile acid (delta mass -46.0859; buddy atomic difference: -1C, -14H, 2N, -3O)""",M+H,NA
4515,1.427,Regular chow,232.1553,0.743,NA,NA,NA,NA,NA
15822,1.427,High Fat Diet,355.1505,2.327,NA,NA,NA,NA,NA
28939,1.426,High Fat Diet,504.3068,5.001,278,CCMSLIB00003135141,Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
37121,1.426,High Fat Diet,432.3872,6.929,215,NA,NA,NA,NA
17949,1.426,High Fat Diet,349.2018,2.742,NA,NA,NA,NA,NA
24107,1.425,High Fat Diet,359.2591,3.883,NA,CCMSLIB00005465197,"""(3R)-3-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)butanoic acid""",M-2H2O+H,NA
31476,1.425,High Fat Diet,165.0912,5.422,NA,NA,NA,NA,NA
2747,1.425,Regular chow,226.1188,0.438,NA,NA,NA,NA,NA
13870,1.425,Regular chow,527.7660,2.069,22,NA,NA,NA,NA
18996,1.425,High Fat Diet,212.1286,2.868,NA,NA,NA,NA,NA
13597,1.425,High Fat Diet,319.1396,2.052,517,NA,NA,NA,NA
26438,1.424,High Fat Diet,482.3301,4.371,NA,CCMSLIB00010225135,"""Candidate Trihydroxylated bile acid (delta mass 73.0358; sirius atomic difference: 3C, 7H, 1N, -1O, 1S; buddy atomic difference: 3C, 7H, 1N, -1O, 1S)""",M+H,Trihydroxylated bile acid_2-aminophenol [M-H2O+H]+
23149,1.424,High Fat Diet,405.2642,3.773,NA,CCMSLIB00005464807,"""(R)-4-((3R,5S,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M+H,NA
13319,1.424,High Fat Diet,273.1310,2.016,519,NA,NA,NA,NA
27012,1.424,High Fat Diet,397.3104,4.462,NA,NA,NA,NA,NA
19640,1.423,High Fat Diet,384.2385,2.990,NA,NA,NA,NA,NA
7783,1.423,Regular chow,403.2192,1.434,829,NA,NA,NA,NA
25287,1.423,High Fat Diet,442.2105,4.121,91,NA,NA,NA,NA
8305,1.423,Regular chow,337.1984,1.430,NA,NA,NA,NA,NA
26980,1.423,Regular chow,329.2326,4.519,NA,NA,NA,NA,NA
25771,1.423,Regular chow,275.2009,4.295,NA,CCMSLIB00003139019,Spectral Match to 9-OxoOTrE from NIST14,M+H-H2O,NA
19085,1.423,High Fat Diet,333.1817,2.928,60,NA,NA,NA,NA
25248,1.422,Regular chow,340.2485,4.114,NA,NA,NA,NA,NA
19183,1.422,High Fat Diet,396.2484,2.905,NA,NA,NA,NA,NA
19510,1.421,High Fat Diet,261.1124,2.941,NA,NA,NA,NA,NA
18361,1.421,High Fat Diet,351.2167,2.781,NA,NA,NA,NA,NA
22504,1.421,Regular chow,376.2700,3.502,NA,NA,NA,NA,NA
23862,1.420,High Fat Diet,301.1552,3.810,NA,NA,NA,NA,NA
23772,1.420,High Fat Diet,423.2734,3.765,NA,CCMSLIB00010234362,"""Candidate Pentahydroxylated bile acid (delta mass -18.0098; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
31231,1.420,Regular chow,495.3088,5.438,766,CCMSLIB00010224720,"""Candidate Monohydroxylated bile acid (delta mass 117.9993; buddy atomic difference: 2C, 2H, 2N, 4O)""",M+H,"Monohydroxylated bile acid_3,4-dihydroxybenzoic acid [M-H2O+H]+"
12672,1.420,Regular chow,240.1235,1.912,721,NA,NA,NA,NA
25543,1.420,High Fat Diet,491.3114,4.174,NA,NA,NA,NA,NA
5532,1.420,High Fat Diet,365.1934,0.846,NA,NA,NA,NA,NA
8029,1.419,Regular chow,241.1058,1.402,NA,NA,NA,NA,NA
15403,1.419,High Fat Diet,250.1804,2.243,NA,NA,NA,NA,NA
15552,1.419,Regular chow,615.3406,2.271,420,NA,NA,NA,NA
10628,1.419,Regular chow,377.1836,1.660,NA,NA,NA,NA,NA
19743,1.419,High Fat Diet,919.9228,3.013,NA,CCMSLIB00010217724,"""Candidate Trihydroxylated bile acid (delta mass 510.6273; sirius atomic difference: 34C, 78H, 4N, -2O)""",M+H,NA
1961,1.419,Regular chow,233.1135,0.324,NA,NA,NA,NA,NA
1333,1.419,Regular chow,189.0175,0.267,NA,NA,NA,NA,NA
28142,1.419,High Fat Diet,227.1069,4.798,NA,NA,NA,NA,NA
27604,1.418,High Fat Diet,801.5277,4.762,702,NA,NA,NA,NA
17466,1.418,High Fat Diet,786.3466,2.621,NA,NA,NA,NA,NA
9064,1.418,Regular chow,356.7091,1.521,NA,NA,NA,NA,NA
16241,1.418,High Fat Diet,372.2558,2.399,NA,CCMSLIB00010246380,"""Candidate Trihydroxylated bile acid (delta mass -37.0393; buddy atomic difference: -4C, -3H, 1N, -2O, 1S)""",M+H,NA
7701,1.418,Regular chow,322.1748,1.389,NA,NA,NA,NA,NA
5628,1.417,Regular chow,280.1294,0.963,NA,CCMSLIB00003135381,Spectral Match to Asn-Phe from NIST14,M+H,NA
11895,1.417,High Fat Diet,548.2956,1.811,NA,NA,NA,NA,NA
17347,1.417,High Fat Diet,216.1387,2.588,480,NA,NA,NA,NA
19794,1.417,High Fat Diet,347.1857,2.991,NA,NA,NA,NA,NA
24083,1.417,High Fat Diet,371.2594,3.890,NA,CCMSLIB00010247324,"""Candidate Tetrahydroxylated bile acid (delta mass -54.0318; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
31643,1.415,Regular chow,411.3603,5.479,NA,NA,NA,NA,NA
10972,1.415,Regular chow,315.7134,1.744,596,NA,NA,NA,NA
15208,1.415,High Fat Diet,402.2496,2.310,NA,NA,NA,NA,NA
31742,1.415,Regular chow,658.5256,5.518,593,NA,NA,NA,NA
28601,1.415,High Fat Diet,277.6673,4.913,NA,NA,NA,NA,NA
10834,1.414,Regular chow,197.1294,1.624,719,CCMSLIB00003139381,Spectral Match to Phe-Val-Lys from NIST14,M+2H,NA
21896,1.413,High Fat Diet,416.3376,3.388,NA,NA,NA,NA,NA
5607,1.413,Regular chow,265.6689,0.954,NA,NA,NA,NA,NA
26690,1.413,High Fat Diet,526.2491,4.450,NA,NA,NA,NA,NA
1128,1.413,High Fat Diet,104.1072,0.248,NA,NA,NA,NA,NA
19036,1.412,High Fat Diet,433.3317,2.920,NA,NA,NA,NA,NA
28235,1.412,High Fat Diet,490.2904,4.820,693,CCMSLIB00003134546,Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
6017,1.412,Regular chow,313.1222,1.019,NA,NA,NA,NA,NA
32960,1.411,High Fat Diet,297.2791,5.668,NA,CCMSLIB00003134803,Spectral Match to Phytomonic acid from NIST14,M+H,NA
27448,1.411,High Fat Diet,375.2898,4.554,315,CCMSLIB00010243860,"""Candidate Dihydroxylated bile acid (delta mass -18.0109; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00003139832, Spectral Match to Ursodeoxycholic acid from NIST14)""",M+H,NA
1265,1.410,Regular chow,282.0491,0.258,140,NA,NA,NA,NA
19518,1.410,High Fat Diet,333.2062,3.063,NA,NA,NA,NA,NA
29293,1.409,High Fat Diet,540.3704,5.052,NA,CCMSLIB00006584297,Phe-DCA,M+H,NA
11086,1.409,High Fat Diet,284.0956,1.727,NA,NA,NA,NA,NA
27495,1.409,High Fat Diet,416.3165,4.595,315,CCMSLIB00010234605,"""Candidate Dihydroxylated bile acid (delta mass 23.0201; sirius atomic difference: 2C, 1H, 1N, -1O; buddy atomic difference: 2C, 1H, 1N, -1O)""",M+H,NA
26617,1.409,High Fat Diet,376.2930,4.488,315,CCMSLIB00010243386,"""Candidate Dihydroxylated bile acid (delta mass -17.0073; sirius atomic difference: -7C, -3H, 5N; buddy atomic difference: -7C, -3H, 5N)""",M+H,NA
21214,1.409,High Fat Diet,651.2302,3.161,NA,NA,NA,NA,NA
11801,1.409,High Fat Diet,381.2106,1.794,NA,NA,NA,NA,NA
19774,1.409,High Fat Diet,384.2756,3.012,NA,NA,NA,NA,NA
21509,1.409,Regular chow,246.0587,3.319,NA,NA,NA,NA,NA
5778,1.408,Regular chow,321.1672,1.005,NA,NA,NA,NA,NA
25134,1.408,High Fat Diet,422.2906,4.084,NA,CCMSLIB00010234474,"""Candidate Tetrahydroxylated bile acid (delta mass -2.9991; sirius atomic difference: -4H, -1O; buddy atomic difference: -1H, 1N, -1O)""",M+H,NA
33036,1.408,Regular chow,339.2726,5.651,33,CCMSLIB00010251234,"""Candidate Dihydroxylated bile acid (delta mass -54.0273; sirius atomic difference: -6C, -6H, 4N, -2O; buddy atomic difference: -6C, -6H, 4N, -2O)""",M+H,NA
27165,1.408,High Fat Diet,339.2692,4.515,315,CCMSLIB00010253283,"""Candidate Dihydroxylated bile acid (delta mass -54.0317; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O)""",M+H,NA
35543,1.408,Regular chow,570.5465,6.393,NA,NA,NA,NA,NA
25676,1.408,High Fat Diet,313.1802,4.214,77,NA,NA,NA,NA
28843,1.407,High Fat Diet,805.5603,4.947,463,NA,NA,NA,NA
18231,1.407,Regular chow,281.1175,2.727,567,NA,NA,NA,NA
21674,1.407,High Fat Diet,563.3002,3.349,119,CCMSLIB00010221934,"""Candidate Trihydroxylated bile acid (delta mass 154.0049; sirius atomic difference: 5C, 2H, 2N, 4O; buddy atomic difference: 5C, 2H, 2N, 4O)""",M+H,NA
20340,1.407,High Fat Diet,618.2385,3.045,335,CCMSLIB00010220616,"""Candidate Trihydroxylated bile acid (delta mass 208.9378; sirius atomic difference: -1H, 7N, 3O, 2S)""",M+H,NA
16145,1.407,Regular chow,269.1751,2.400,NA,NA,NA,NA,NA
26959,1.406,Regular chow,501.3216,4.543,NA,CCMSLIB00010223912,"""Candidate Dihydroxylated bile acid (delta mass 108.0227; sirius atomic difference: 6C, 4H, 2O; buddy atomic difference: 6C, 4H, 2O)""",M+H,Dihydroxylated bile acid_caffeic acid [M-3H2O+H]+
10302,1.405,Regular chow,233.1500,1.643,NA,NA,NA,NA,NA
20703,1.405,High Fat Diet,423.2745,3.178,NA,CCMSLIB00010234430,"""Candidate Pentahydroxylated bile acid (delta mass -18.0107; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
31253,1.405,Regular chow,342.2645,5.429,731,NA,NA,NA,NA
27160,1.404,High Fat Diet,256.1461,4.626,NA,NA,NA,NA,NA
16774,1.404,Regular chow,622.8604,2.506,NA,NA,NA,NA,NA
20112,1.404,Regular chow,237.1488,3.064,NA,NA,NA,NA,NA
6996,1.404,Regular chow,295.1657,1.216,261,CCMSLIB00003137975,Spectral Match to Ile-Tyr from NIST14,M+H,NA
20073,1.404,High Fat Diet,363.2172,3.056,NA,NA,NA,NA,NA
24587,1.404,High Fat Diet,407.2795,3.974,NA,CCMSLIB00010236885,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0096; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005464785, """"(R)-4-((3S,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
29769,1.404,Regular chow,313.2741,5.102,159,NA,NA,NA,NA
31438,1.404,Regular chow,436.3419,5.458,137,NA,NA,NA,NA
21446,1.403,Regular chow,450.2969,3.312,NA,CCMSLIB00010230265,"""Candidate Trihydroxylated bile acid (delta mass 41.0027; sirius atomic difference: 5C, -1H, 1N, -2O; buddy atomic difference: -1H, 3N)""",M+H,NA
22399,1.403,High Fat Diet,602.2439,3.506,NA,CCMSLIB00005465358,"""2-((4R)-4-((3R,5R,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-(sulfooxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",M+Na,NA
26924,1.403,Regular chow,275.2009,4.478,NA,CCMSLIB00003139019,Spectral Match to 9-OxoOTrE from NIST14,M+H-H2O,NA
24583,1.402,Regular chow,359.3272,3.969,629,NA,NA,NA,NA
19986,1.402,High Fat Diet,382.2233,3.035,NA,NA,NA,NA,NA
33784,1.402,Regular chow,431.3523,5.835,212,NA,NA,NA,NA
24823,1.401,Regular chow,377.2316,4.003,NA,NA,NA,NA,NA
34114,1.401,High Fat Diet,746.5684,5.825,76,CCMSLIB00003137838,Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,M+H,NA
6612,1.401,High Fat Diet,280.1539,1.078,NA,NA,NA,NA,NA
3170,1.401,Regular chow,107.0494,0.510,51,NA,NA,NA,NA
26773,1.401,High Fat Diet,375.2899,4.497,315,CCMSLIB00010243552,"""Candidate Dihydroxylated bile acid (delta mass -18.0101; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005435547, hyodeoxycholic acid)""",M+H,NA
12798,1.401,High Fat Diet,354.2006,1.875,NA,NA,NA,NA,NA
13666,1.400,High Fat Diet,408.2308,2.061,NA,NA,NA,NA,NA
34709,1.400,High Fat Diet,424.3335,6.101,NA,NA,NA,NA,NA
9793,1.399,High Fat Diet,267.1688,1.584,572,NA,NA,NA,NA
10279,1.399,High Fat Diet,427.7405,1.610,NA,NA,NA,NA,NA
33793,1.399,High Fat Diet,447.3011,5.828,NA,NA,NA,NA,NA
20358,1.398,Regular chow,343.2846,3.092,533,NA,NA,NA,NA
3055,1.398,Regular chow,282.1195,0.484,NA,NA,NA,NA,NA
3665,1.397,Regular chow,354.1661,0.580,NA,NA,NA,NA,NA
3470,1.397,High Fat Diet,391.2191,0.550,NA,NA,NA,NA,NA
23815,1.397,High Fat Diet,353.2491,3.847,NA,CCMSLIB00010250239,"""Candidate Trihydroxylated bile acid (delta mass -56.0475; sirius atomic difference: -8H, -3O; buddy atomic difference: -8H, -3O)""",M+H,NA
20956,1.397,High Fat Diet,509.2909,3.216,NA,NA,NA,NA,NA
29509,1.397,Regular chow,455.3167,5.162,NA,NA,NA,NA,NA
36295,1.396,Regular chow,497.3745,6.639,14,NA,NA,NA,NA
11704,1.396,Regular chow,398.2407,1.799,NA,NA,NA,NA,NA
13448,1.396,High Fat Diet,352.2212,2.036,NA,NA,NA,NA,NA
20333,1.396,Regular chow,265.1801,3.045,NA,NA,NA,NA,NA
33379,1.395,High Fat Diet,334.3108,5.797,NA,NA,NA,NA,NA
6127,1.395,Regular chow,312.1922,0.928,NA,NA,NA,NA,NA
2699,1.395,Regular chow,245.1603,0.433,NA,CCMSLIB00012471721,C4:0 N-Acyl Arginine,[M+H]+,NA
22985,1.395,Regular chow,437.2545,3.597,NA,NA,NA,NA,NA
24558,1.395,High Fat Diet,556.3308,3.969,NA,CCMSLIB00010222060,"""Candidate Dihydroxylated bile acid (delta mass 163.0295; sirius atomic difference: 5C, 9H, 1N, 3O, 1S; buddy atomic difference: 9C, 1H, 5N, -1O)""",M+H,NA
20632,1.392,High Fat Diet,298.1805,3.148,NA,NA,NA,NA,NA
19810,1.392,High Fat Diet,331.1910,3.013,NA,NA,NA,NA,NA
30120,1.392,Regular chow,480.2753,5.218,24,NA,NA,NA,NA
17178,1.392,High Fat Diet,234.1492,2.571,480,NA,NA,NA,NA
20988,1.392,Regular chow,390.2855,3.215,NA,NA,NA,NA,NA
20712,1.391,High Fat Diet,384.2385,3.064,NA,NA,NA,NA,NA
16223,1.391,High Fat Diet,510.7742,2.413,NA,NA,NA,NA,NA
15893,1.391,High Fat Diet,348.1843,2.376,NA,NA,NA,NA,NA
22695,1.391,High Fat Diet,407.2793,3.537,660,CCMSLIB00010237246,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0102; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005465138, """"(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
25740,1.390,High Fat Diet,424.3061,4.201,NA,CCMSLIB00010234128,"""Candidate Tetrahydroxylated bile acid (delta mass -0.9837; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
26407,1.389,High Fat Diet,443.2414,4.374,NA,NA,NA,NA,NA
3942,1.389,Regular chow,237.6498,0.620,NA,NA,NA,NA,NA
1882,1.388,Regular chow,151.6259,0.310,NA,NA,NA,NA,NA
21925,1.388,High Fat Diet,476.3053,3.406,NA,NA,NA,NA,NA
24751,1.388,High Fat Diet,456.7686,3.985,NA,NA,NA,NA,NA
9441,1.387,High Fat Diet,266.1061,1.515,NA,NA,NA,NA,NA
13018,1.387,Regular chow,304.1656,1.971,411,CCMSLIB00003136202,Spectral Match to Val-Trp from NIST14,M+H,NA
23443,1.387,Regular chow,279.2319,3.683,NA,CCMSLIB00003134722,Spectral Match to 9(10)-EpOME from NIST14,M+H-H2O,NA
1704,1.387,High Fat Diet,265.0239,0.299,NA,NA,NA,NA,NA
16242,1.387,Regular chow,407.2297,2.432,NA,NA,NA,NA,NA
2704,1.386,Regular chow,186.0767,0.375,NA,NA,NA,NA,NA
28622,1.386,Regular chow,434.2543,4.918,NA,NA,NA,NA,NA
32888,1.386,High Fat Diet,443.3527,5.671,NA,NA,NA,NA,NA
20594,1.386,Regular chow,323.2584,3.142,NA,NA,NA,NA,NA
25531,1.385,High Fat Diet,315.1958,4.127,NA,NA,NA,NA,NA
8974,1.385,Regular chow,377.1829,1.527,NA,NA,NA,NA,NA
26741,1.385,High Fat Diet,416.3167,4.490,315,CCMSLIB00010234605,"""Candidate Dihydroxylated bile acid (delta mass 23.0201; sirius atomic difference: 2C, 1H, 1N, -1O; buddy atomic difference: 2C, 1H, 1N, -1O)""",M+H,NA
3690,1.385,High Fat Diet,247.1112,0.571,NA,NA,NA,NA,NA
19256,1.384,Regular chow,925.9144,2.908,NA,CCMSLIB00010217705,Candidate Tetrahydroxylated bile acid (delta mass 500.6264),M+H,NA
14143,1.384,Regular chow,454.7826,2.130,488,NA,NA,NA,NA
22769,1.384,High Fat Diet,317.2115,3.556,412,NA,NA,NA,NA
3407,1.383,High Fat Diet,259.1717,0.564,NA,NA,NA,NA,NA
22523,1.382,Regular chow,357.2638,3.473,NA,NA,NA,NA,NA
16185,1.382,Regular chow,177.0552,2.415,493,CCMSLIB00005464417,FERULATE,M-H2O+H,NA
19071,1.382,Regular chow,237.1852,2.872,135,NA,NA,NA,NA
19207,1.381,Regular chow,339.2533,3.036,NA,NA,NA,NA,NA
11322,1.381,High Fat Diet,493.2880,1.745,NA,NA,NA,NA,NA
15248,1.381,High Fat Diet,298.1830,2.254,803,NA,NA,NA,NA
30343,1.381,Regular chow,343.2275,5.268,NA,NA,NA,NA,NA
14679,1.380,Regular chow,460.2790,2.150,NA,NA,NA,NA,NA
2746,1.380,Regular chow,285.0834,0.437,NA,CCMSLIB00003138293,Spectral Match to Xanthosine from NIST14,M+H,NA
12974,1.380,Regular chow,231.1139,1.992,379,NA,NA,NA,NA
33599,1.380,High Fat Diet,417.2538,5.790,NA,NA,NA,NA,NA
11410,1.380,High Fat Diet,158.1178,1.774,NA,NA,NA,NA,NA
21457,1.379,High Fat Diet,315.1959,3.461,104,NA,NA,NA,NA
2163,1.378,Regular chow,252.1450,0.355,592,NA,NA,NA,NA
30797,1.378,High Fat Diet,648.4335,5.345,NA,NA,NA,NA,NA
10445,1.378,Regular chow,368.1865,1.664,NA,NA,NA,NA,NA
22696,1.378,High Fat Diet,349.2375,3.536,249,NA,NA,NA,NA
10646,1.378,High Fat Diet,488.2275,1.666,NA,NA,NA,NA,NA
18346,1.377,High Fat Diet,321.1451,2.716,581,NA,NA,NA,NA
23791,1.377,High Fat Diet,629.2956,3.810,NA,NA,NA,NA,NA
29699,1.377,Regular chow,374.3266,5.130,24,NA,NA,NA,NA
14783,1.377,Regular chow,524.2789,2.225,525,NA,NA,NA,NA
5779,1.377,Regular chow,286.1767,1.069,NA,NA,NA,NA,NA
18250,1.377,High Fat Diet,387.2586,2.771,NA,NA,NA,NA,NA
15711,1.376,High Fat Diet,362.7055,2.332,NA,NA,NA,NA,NA
24260,1.376,High Fat Diet,517.3318,3.894,334,CCMSLIB00010223265,"""Candidate Dihydroxylated bile acid (delta mass 124.0294; buddy atomic difference: 2C, 8H, 2N, 2O, 1S; spectral library match to CCMSLIB00006680044, TAUROURSODEOXYCHOLIC ACID)""",M+H,NA
18018,1.376,Regular chow,206.0818,2.697,NA,NA,NA,NA,NA
17594,1.376,High Fat Diet,400.2707,2.652,NA,NA,NA,NA,NA
31979,1.376,High Fat Diet,521.3872,5.547,NA,NA,NA,NA,NA
5924,1.376,Regular chow,368.2298,0.975,NA,NA,NA,NA,NA
8471,1.376,Regular chow,315.6954,1.479,NA,NA,NA,NA,NA
30825,1.375,Regular chow,379.2842,5.395,484,NA,NA,NA,NA
12439,1.374,Regular chow,201.1482,1.888,670,CCMSLIB00003138408,Spectral Match to Leu-Leu-Arg from NIST14,M+2H],NA
28248,1.374,Regular chow,293.2478,4.815,183,CCMSLIB00003136996,"Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14",M+H,NA
10994,1.374,Regular chow,435.7392,1.678,621,NA,NA,NA,NA
17013,1.373,Regular chow,245.1864,2.534,316,CCMSLIB00003139983,Spectral Match to Leu-Leu from NIST14,M+H,NA
27616,1.373,Regular chow,339.2529,4.669,NA,CCMSLIB00010254866,"""Candidate Dihydroxylated bile acid (delta mass -54.0463; buddy atomic difference: -5C, -6H, 2N, -1O)""",M+H,NA
22606,1.372,Regular chow,359.2797,3.526,NA,NA,NA,NA,NA
11968,1.372,Regular chow,347.1244,1.818,670,NA,NA,NA,NA
30744,1.372,High Fat Diet,526.3168,5.337,NA,NA,NA,NA,NA
15583,1.371,High Fat Diet,455.2290,2.318,NA,NA,NA,NA,NA
32769,1.370,Regular chow,411.2865,5.633,33,NA,NA,NA,NA
3679,1.370,Regular chow,273.1681,0.576,NA,NA,NA,NA,NA
5167,1.370,Regular chow,218.1027,0.799,NA,CCMSLIB00012716337,Candidate Glutamic acid-C4:0 (delta mass:70.042),M+H,NA
6618,1.369,Regular chow,281.1144,1.112,NA,CCMSLIB00006679997,ASP-PHE,M+H,NA
22222,1.369,Regular chow,362.2543,3.390,320,NA,NA,NA,NA
16027,1.369,Regular chow,366.2630,2.390,NA,NA,NA,NA,NA
6737,1.369,Regular chow,345.1447,1.160,NA,NA,NA,NA,NA
30794,1.369,High Fat Diet,548.3609,5.375,0,NA,NA,NA,NA
29940,1.368,Regular chow,441.3732,5.257,NA,NA,NA,NA,NA
32294,1.368,High Fat Diet,551.3538,5.591,NA,NA,NA,NA,NA
3134,1.368,Regular chow,162.0553,0.559,NA,NA,NA,NA,NA
11487,1.367,Regular chow,329.1502,1.782,597,NA,NA,NA,NA
13880,1.367,High Fat Diet,248.6479,2.057,NA,NA,NA,NA,NA
33572,1.367,High Fat Diet,459.3476,5.690,65,NA,NA,NA,NA
13786,1.367,Regular chow,577.2889,2.095,NA,NA,NA,NA,NA
23662,1.366,High Fat Diet,347.1855,3.775,NA,NA,NA,NA,NA
32752,1.366,Regular chow,433.2708,5.671,NA,NA,NA,NA,NA
3826,1.366,Regular chow,375.2247,0.578,NA,NA,NA,NA,NA
25642,1.365,High Fat Diet,293.1445,4.212,197,NA,NA,NA,NA
30688,1.365,Regular chow,455.3519,5.344,342,NA,NA,NA,NA
18429,1.364,High Fat Diet,216.1387,2.726,NA,NA,NA,NA,NA
22818,1.364,Regular chow,359.2228,3.554,NA,NA,NA,NA,NA
3619,1.364,Regular chow,173.1290,0.474,NA,NA,NA,NA,NA
31119,1.363,Regular chow,348.2901,5.402,415,NA,NA,NA,NA
23546,1.363,Regular chow,313.2375,3.727,NA,NA,NA,NA,NA
29935,1.362,High Fat Diet,375.2903,5.117,NA,CCMSLIB00010243449,"""Candidate Dihydroxylated bile acid (delta mass -18.0094; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00003136437, Spectral Match to Chenodeoxycholic acid from NIST14)""",M+H,NA
3357,1.362,Regular chow,260.1609,0.535,800,NA,NA,NA,NA
31516,1.362,High Fat Diet,393.3491,5.451,NA,NA,NA,NA,NA
8849,1.362,Regular chow,374.2293,1.474,118,NA,NA,NA,NA
27697,1.361,High Fat Diet,337.2534,4.694,132,CCMSLIB00010255575,"""Candidate Trihydroxylated bile acid (delta mass -72.0421; sirius atomic difference: -8H, -4O; buddy atomic difference: -8H, -4O)""",M+H,NA
35479,1.361,High Fat Diet,433.2717,6.289,NA,NA,NA,NA,NA
20373,1.361,High Fat Diet,213.1855,3.089,NA,CCMSLIB00003142434,"4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol",M+H,NA
24786,1.361,Regular chow,461.3013,4.009,NA,CCMSLIB00010229837,"""Candidate Trihydroxylated bile acid (delta mass 52.006; sirius atomic difference: 2C, 2N; buddy atomic difference: 2C, 2N)""",M+H,NA
25373,1.361,High Fat Diet,445.2577,4.139,NA,NA,NA,NA,NA
11472,1.360,Regular chow,308.1665,1.772,734,NA,NA,NA,NA
20074,1.360,High Fat Diet,635.2641,3.039,NA,NA,NA,NA,NA
32793,1.360,Regular chow,336.2538,5.646,33,NA,NA,NA,NA
